哌拉西林他唑巴坦注射剂（特治星）[限制](CO 4.5g[4.0：0.5] *1支),4.0
药用炭片（爱西特）(0.3g*100片),1.0
单硝酸异山梨酯氯化钠注射剂（华仁欣舒）(20mg/100ml*1袋),2.0
右美托咪定注射剂（江苏恒瑞）(200ug/2ml*1支),111.0
哌拉西林舒巴坦注射剂（益宏）[限制](CO 1.25g[1.0g:0.25g]*1支),136.0
葡萄糖注射剂(5%)[100ml](四川科伦)(5.00% 100ml*1袋),148.0
头孢米诺注射剂（韩国）[限制](1g*1支),7.0
二丁酰环磷腺苷钙注射剂（上海） (20mg*1支),64.0
奥美拉唑钠注射剂（奥西康）[20mg] (20mg*1支),6.0
参附注射剂(10ml*1支),1230.0
◆去甲肾上腺素注射剂（上海禾丰）(2mg/1ml*1支),150.0
果糖二磷酸钠注射剂（辰欣）  (5g/50ml*1袋),6.0
氯化钠注射液[250ml](石家庄)(0.90% 250ml*1袋),163.0
硝酸甘油注射剂(5mg/1ml*1支),30.0
喜炎平注射剂 5ml [大](125mg/5ml*1支),76.0
◆硫酸镁注射剂（民生）(2.5g/10ml*1支),52.0
生理氯化钠溶液（四川科伦）(0.90% 4.5g/500ml*1瓶),135.0
乌司他丁注射剂（天普洛安）(10万U*1支),312.0
乌拉地尔注射剂（亚宁定）(25mg/5ml*1支),8.0
复合辅酶注射剂（大）(200U/0.2mg*1支),16.0
氧化樟脑注射剂(可还)(25mg/5ml*1支),36.0
复方氯化钠注射剂(四川科伦)(500ml*1袋),36.0
◆多巴胺注射剂(20mg/2ml*1支),9.0
腹膜透析液（乳酸盐-G1.5%）[广州百特](1.50% 2L*1袋),20.0
莫沙必利分散片（新络纳）(5mg*20片),1.0
# 硝酸异山梨酯注射剂（异舒吉 针）(10mg/10ml*1支),8.0
◆胰岛素注射剂（万邦医药）(400U/10ml),11.0
20%中/长链脂肪乳注射剂（C8-24Ve）（力保肪宁）(CO 20.00% 250ml*1瓶),5.0
枸橼酸钾颗粒（益盛）(1.46g/2g*10袋),12.0
脂肪乳注射剂（C14-24）（力邦英特）(75g/250ml*1瓶),2.0
更昔洛韦钠注射剂（林可宏）(0.25g*1瓶),7.0
甲泼尼龙注射剂（甲强龙）(40mg*1支),97.0
氟康唑氯化钠注射剂（大扶康）[限制](0.2g/100ml*1瓶),24.0
◆胺碘酮注射剂（可达龙/针）(0.15g/3ml*1支),17.0
