亚胺培南西司他丁注射剂（泰能）[特殊](CO 1g[0.5:0.5]*1瓶),48.0
奥曲肽注射剂（力尔宁）(0.2mg/1ml*1支),28.0
埃索美拉唑钠注射剂（耐信/针）(40mg*1支),13.0
莫西沙星注射剂（南京）[限制](0.4g/20ml*1支),14.0
生长抑素注射剂（思他宁）(3000ug*1支),1.0
六味安消胶囊(邦消安)(0.5g*36粒),13.0
◆肝素钠注射剂（常州）(12500U/2ml*1支),322.0
钠钾镁钙葡萄糖注射剂(CO 500ml*1袋),2.0
熊去氧胆酸胶囊（优思弗）(250mg*25粒),1.0
尼卡地平注射剂（佩尔）(10mg/10ml*1支),8.0
中/长链脂肪乳注射剂（C8-24）（侨光卡路）(50g/250ml*1瓶),1.0
葡萄糖注射剂(5%)[500ml](四川科伦)(5.00% 500ml*1袋),447.0
◆舒芬太尼注射剂（麻）(50ug/1ml*1支),78.0
门冬氨酸钾镁片（潘南金）(CO 298mg*50片),1.0
兰索拉唑注射剂（罗欣）  (30mg*1支),35.0
◆咪达唑仑注射剂（力月西）（精2）(10mg/2ml*1支),636.0
纳洛酮注射剂 1.2mg[小](1.2mg*1瓶),156.0
琥珀酰明胶注射剂（长源雪安）(20g/500ml*1瓶),10.0
◆葡萄糖注射剂（25%）[康乃尔] (5g/20ml*1支),455.0
哌拉西林他唑巴坦注射剂（华北）[限制](CO 1.25g[1.0：0.25]*1瓶),148.0
枸橼酸钾颗粒（益盛）(2g*10袋),13.0
万古霉素注射剂（稳可信）[特殊](500mg*1瓶),28.0
葡萄糖酸钙注射剂(河北天成)(1g/10ml*1支),1419.0
苯磺贝他斯汀片（坦亮）(10mg*10片),1.0
◆浓氯化钠注射液(海普)(1g/10ml*1支),228.0
丹参川芎嗪注射剂（威澳）(5ml*1支),4.0
复方氨基酸（15）双肽（2）注射剂（漠宜林）(CO 67g/500ml*1瓶),1.0
醒脑静注射剂（山禾） (10ml*1支),58.0
神经节苷脂注射剂（重塑杰） (20mg/2ml*1支),55.0
哌拉西林他唑巴坦注射剂（特治星）[限制](CO 4.5g[4.0：0.5] *1支),27.0
右美托咪定注射剂（江苏恒瑞）(200ug/2ml*1支),171.0
哌拉西林舒巴坦注射剂（益宏）[限制](CO 1.25g[1.0g:0.25g]*1支),100.0
◆葡萄糖注射剂[50%]（大冢朔瓶）(50.00% 10g/20ml*1瓶),95.0
头孢米诺注射剂（韩国）[限制](1g*1支),95.0
二丁酰环磷腺苷钙注射剂（上海） (20mg*1支),60.0
头孢哌酮舒巴坦注射剂（舒普深）[限制](CO 1.5g[1.0：0.5]*1支),28.0
复方黄柏液涂剂 (150ml),1.0
参附注射剂(10ml*1支),1180.0
◆去甲肾上腺素注射剂（上海禾丰）(2mg/1ml*1支),260.0
纳美芬注射剂（乐萌）(0.1mg/1ml*1支),17.0
奥美拉唑注射剂（洛赛克）(40mg*1支),-1.0
水溶性维生素注射剂（V佳林）(CO 1瓶),10.0
果糖二磷酸钠注射剂（辰欣）  (5g/50ml*1袋),11.0
氯化钠注射液[250ml](石家庄)(0.90% 250ml*1袋),116.0
硝酸甘油注射剂(5mg/1ml*1支),268.0
多种微量元素注射剂（Ⅱ）（四川）(CO 2ml),6.0
头孢吡肟注射剂（立斯平）[特殊](1g*1瓶),-4.0
喜炎平注射剂 5ml [大](125mg/5ml*1支),20.0
◆硫酸镁注射剂（民生）(2.5g/10ml*1支),202.0
生理氯化钠溶液（四川科伦）(0.90% 4.5g/500ml*1瓶),211.0
喜炎平注射剂 2ml [小]  暂停(50mg/2ml*1支),70.0
乌拉地尔注射剂（亚宁定）(25mg/5ml*1支),180.0
复合辅酶注射剂（大）(200U/0.2mg*1支),14.0
氧化樟脑注射剂(可还)(25mg/5ml*1支),30.0
复方氯化钠注射剂(四川科伦)(500ml*1袋),32.0
◆多巴胺注射剂(20mg/2ml*1支),14.0
# 硝酸异山梨酯注射剂（异舒吉 针）(10mg/10ml*1支),8.0
◆胰岛素注射剂（万邦医药）(400U/10ml),9.0
20%中/长链脂肪乳注射剂（C8-24Ve）（力保肪宁）(CO 20.00% 250ml*1瓶),14.0
氯化钠注射剂[500ml](石家庄/玻璃瓶)(0.90% 4.5g/500ml*1瓶),1.0
葡萄糖注射剂(5%)[100ml](四川科伦)(5.00% 100ml*1袋),154.0
脂溶性维生素Ⅱ/水溶性维生素组合注射剂(山西)(1支),5.0
脂肪乳注射剂（C14-24）（力邦英特）(75g/250ml*1瓶),4.0
奥曲肽注射剂（善宁）(0.1mg/1ml*1支),48.0
甲泼尼龙注射剂（甲强龙）(40mg*1支),121.0
乌司他丁注射剂（天普洛安）(10万U*1支),472.0
◆胺碘酮注射剂（可达龙/针）(0.15g/3ml*1支),29.0
◆丙泊酚注射剂（得普利麻）(500mg/50ml*1瓶),1.0
